text,sentiment
Poor quality item 5590,0
Fantastic quality item 5591,1
Best purchase ever item 5592,1
Fantastic quality item 5593,1
Very disappointed item 5594,0
Best purchase ever item 5595,1
Best purchase ever item 5596,1
Excellent service item 5597,1
Complete garbage item 5598,0
Fantastic quality item 5599,1
Waste of money item 5600,0
Fantastic quality item 5601,1
Very happy with this item 5602,1
Great product item 5603,1
Avoid this item 5604,0
Poor quality item 5605,0
Terrible product item 5606,0
Poor quality item 5607,0
Do not buy item 5608,0
Amazing experience item 5609,1
Poor quality item 5610,0
Very disappointed item 5611,0
Best purchase ever item 5612,1
Poor quality item 5613,0
Complete garbage item 5614,0
Great product item 5615,1
Poor quality item 5616,0
Very disappointed item 5617,0
Excellent service item 5618,1
Fantastic quality item 5619,1
Very disappointed item 5620,0
Terrible product item 5621,0
Excellent service item 5622,1
Avoid this item 5623,0
Complete garbage item 5624,0
Highly recommend item 5625,1
Worst experience item 5626,0
Fantastic quality item 5627,1
I love this! item 5628,1
Poor quality item 5629,0
Great product item 5630,1
Excellent service item 5631,1
Complete garbage item 5632,0
Do not buy item 5633,0
Do not buy item 5634,0
Fantastic quality item 5635,1
Excellent service item 5636,1
Amazing experience item 5637,1
Terrible product item 5638,0
Avoid this item 5639,0
Very happy with this item 5640,1
Great product item 5641,1
Best purchase ever item 5642,1
Fantastic quality item 5643,1
Very disappointed item 5644,0
Best purchase ever item 5645,1
Terrible product item 5646,0
Complete garbage item 5647,0
Avoid this item 5648,0
Best purchase ever item 5649,1
Amazing experience item 5650,1
Amazing experience item 5651,1
Very happy with this item 5652,1
Avoid this item 5653,0
Terrible product item 5654,0
Poor quality item 5655,0
Highly recommend item 5656,1
Complete garbage item 5657,0
Great product item 5658,1
Highly recommend item 5659,1
Excellent service item 5660,1
Fantastic quality item 5661,1
Best purchase ever item 5662,1
Waste of money item 5663,0
Fantastic quality item 5664,1
Terrible product item 5665,0
Poor quality item 5666,0
Very happy with this item 5667,1
Waste of money item 5668,0
Best purchase ever item 5669,1
Fantastic quality item 5670,1
Poor quality item 5671,0
Fantastic quality item 5672,1
Best purchase ever item 5673,1
Excellent service item 5674,1
Very happy with this item 5675,1
Complete garbage item 5676,0
Avoid this item 5677,0
Highly recommend item 5678,1
Avoid this item 5679,0
Worst experience item 5680,0
Fantastic quality item 5681,1
Waste of money item 5682,0
Complete garbage item 5683,0
Poor quality item 5684,0
Avoid this item 5685,0
Very happy with this item 5686,1
Very disappointed item 5687,0
I love this! item 5688,1
Amazing experience item 5689,1
Avoid this item 5690,0
Avoid this item 5691,0
Poor quality item 5692,0
Highly recommend item 5693,1
Great product item 5694,1
Excellent service item 5695,1
Worst experience item 5696,0
Very happy with this item 5697,1
Poor quality item 5698,0
Complete garbage item 5699,0
Fantastic quality item 5700,1
Terrible product item 5701,0
Worst experience item 5702,0
Excellent service item 5703,1
Do not buy item 5704,0
Do not buy item 5705,0
Fantastic quality item 5706,1
Terrible product item 5707,0
Excellent service item 5708,1
Best purchase ever item 5709,1
Amazing experience item 5710,1
Avoid this item 5711,0
Terrible product item 5712,0
I love this! item 5713,1
Poor quality item 5714,0
Worst experience item 5715,0
Fantastic quality item 5716,1
Avoid this item 5717,0
Avoid this item 5718,0
Poor quality item 5719,0
Very disappointed item 5720,0
Poor quality item 5721,0
Terrible product item 5722,0
Very happy with this item 5723,1
I love this! item 5724,1
Very happy with this item 5725,1
Best purchase ever item 5726,1
Worst experience item 5727,0
Do not buy item 5728,0
Fantastic quality item 5729,1
Fantastic quality item 5730,1
Terrible product item 5731,0
Best purchase ever item 5732,1
Avoid this item 5733,0
Very happy with this item 5734,1
Excellent service item 5735,1
Complete garbage item 5736,0
Best purchase ever item 5737,1
Terrible product item 5738,0
Terrible product item 5739,0
Avoid this item 5740,0
Waste of money item 5741,0
Worst experience item 5742,0
Worst experience item 5743,0
Best purchase ever item 5744,1
Great product item 5745,1
Terrible product item 5746,0
Highly recommend item 5747,1
Best purchase ever item 5748,1
Highly recommend item 5749,1
Fantastic quality item 5750,1
Waste of money item 5751,0
Very disappointed item 5752,0
Waste of money item 5753,0
Terrible product item 5754,0
Fantastic quality item 5755,1
Very disappointed item 5756,0
Best purchase ever item 5757,1
Do not buy item 5758,0
Amazing experience item 5759,1
Fantastic quality item 5760,1
Poor quality item 5761,0
Terrible product item 5762,0
Complete garbage item 5763,0
Do not buy item 5764,0
Amazing experience item 5765,1
Very disappointed item 5766,0
Amazing experience item 5767,1
Worst experience item 5768,0
Terrible product item 5769,0
Complete garbage item 5770,0
Amazing experience item 5771,1
Avoid this item 5772,0
Very disappointed item 5773,0
Very disappointed item 5774,0
Best purchase ever item 5775,1
Amazing experience item 5776,1
Avoid this item 5777,0
Do not buy item 5778,0
Very disappointed item 5779,0
Amazing experience item 5780,1
Very happy with this item 5781,1
Do not buy item 5782,0
Do not buy item 5783,0
Poor quality item 5784,0
Very disappointed item 5785,0
Poor quality item 5786,0
Best purchase ever item 5787,1
Do not buy item 5788,0
Waste of money item 5789,0
Highly recommend item 5790,1
Very happy with this item 5791,1
Waste of money item 5792,0
Amazing experience item 5793,1
Highly recommend item 5794,1
Poor quality item 5795,0
I love this! item 5796,1
Do not buy item 5797,0
Highly recommend item 5798,1
Terrible product item 5799,0
Amazing experience item 5800,1
Great product item 5801,1
Worst experience item 5802,0
Fantastic quality item 5803,1
Very happy with this item 5804,1
Best purchase ever item 5805,1
Amazing experience item 5806,1
Amazing experience item 5807,1
Fantastic quality item 5808,1
Best purchase ever item 5809,1
I love this! item 5810,1
Poor quality item 5811,0
I love this! item 5812,1
Excellent service item 5813,1
Very happy with this item 5814,1
Great product item 5815,1
Highly recommend item 5816,1
I love this! item 5817,1
Complete garbage item 5818,0
Best purchase ever item 5819,1
Complete garbage item 5820,0
Excellent service item 5821,1
Complete garbage item 5822,0
Worst experience item 5823,0
Terrible product item 5824,0
Avoid this item 5825,0
Highly recommend item 5826,1
Worst experience item 5827,0
Waste of money item 5828,0
Highly recommend item 5829,1
Highly recommend item 5830,1
Fantastic quality item 5831,1
Do not buy item 5832,0
Highly recommend item 5833,1
Worst experience item 5834,0
Highly recommend item 5835,1
Amazing experience item 5836,1
Worst experience item 5837,0
Terrible product item 5838,0
Do not buy item 5839,0
Avoid this item 5840,0
Very happy with this item 5841,1
Amazing experience item 5842,1
Fantastic quality item 5843,1
Fantastic quality item 5844,1
Terrible product item 5845,0
Avoid this item 5846,0
Best purchase ever item 5847,1
Highly recommend item 5848,1
Great product item 5849,1
Waste of money item 5850,0
Worst experience item 5851,0
Highly recommend item 5852,1
Worst experience item 5853,0
Amazing experience item 5854,1
Avoid this item 5855,0
Excellent service item 5856,1
Waste of money item 5857,0
Fantastic quality item 5858,1
Waste of money item 5859,0
I love this! item 5860,1
Amazing experience item 5861,1
Highly recommend item 5862,1
Complete garbage item 5863,0
Do not buy item 5864,0
Waste of money item 5865,0
Very disappointed item 5866,0
Worst experience item 5867,0
Waste of money item 5868,0
Excellent service item 5869,1
Great product item 5870,1
Terrible product item 5871,0
Poor quality item 5872,0
Very happy with this item 5873,1
Very disappointed item 5874,0
Poor quality item 5875,0
Highly recommend item 5876,1
Do not buy item 5877,0
Complete garbage item 5878,0
Do not buy item 5879,0
Worst experience item 5880,0
Complete garbage item 5881,0
Worst experience item 5882,0
Complete garbage item 5883,0
Fantastic quality item 5884,1
Excellent service item 5885,1
Complete garbage item 5886,0
Complete garbage item 5887,0
Great product item 5888,1
Fantastic quality item 5889,1
Do not buy item 5890,0
Complete garbage item 5891,0
I love this! item 5892,1
Avoid this item 5893,0
Great product item 5894,1
Waste of money item 5895,0
Waste of money item 5896,0
Waste of money item 5897,0
I love this! item 5898,1
Amazing experience item 5899,1
Great product item 5900,1
Terrible product item 5901,0
Highly recommend item 5902,1
Complete garbage item 5903,0
Very disappointed item 5904,0
Great product item 5905,1
Very happy with this item 5906,1
Waste of money item 5907,0
Great product item 5908,1
Best purchase ever item 5909,1
Very happy with this item 5910,1
Poor quality item 5911,0
Very happy with this item 5912,1
Very happy with this item 5913,1
Do not buy item 5914,0
Do not buy item 5915,0
Best purchase ever item 5916,1
Do not buy item 5917,0
Do not buy item 5918,0
Worst experience item 5919,0
Amazing experience item 5920,1
I love this! item 5921,1
Complete garbage item 5922,0
Complete garbage item 5923,0
Highly recommend item 5924,1
Poor quality item 5925,0
Poor quality item 5926,0
Very disappointed item 5927,0
Excellent service item 5928,1
Poor quality item 5929,0
Terrible product item 5930,0
Terrible product item 5931,0
Do not buy item 5932,0
Waste of money item 5933,0
Best purchase ever item 5934,1
Waste of money item 5935,0
Best purchase ever item 5936,1
Fantastic quality item 5937,1
I love this! item 5938,1
Waste of money item 5939,0
Excellent service item 5940,1
Worst experience item 5941,0
Complete garbage item 5942,0
I love this! item 5943,1
Excellent service item 5944,1
Fantastic quality item 5945,1
Excellent service item 5946,1
Best purchase ever item 5947,1
Excellent service item 5948,1
Best purchase ever item 5949,1
Very happy with this item 5950,1
I love this! item 5951,1
Poor quality item 5952,0
Avoid this item 5953,0
Waste of money item 5954,0
Worst experience item 5955,0
Great product item 5956,1
Excellent service item 5957,1
Excellent service item 5958,1
Poor quality item 5959,0
Poor quality item 5960,0
Worst experience item 5961,0
Excellent service item 5962,1
Very disappointed item 5963,0
Very happy with this item 5964,1
Amazing experience item 5965,1
Excellent service item 5966,1
Do not buy item 5967,0
Do not buy item 5968,0
Fantastic quality item 5969,1
Waste of money item 5970,0
Excellent service item 5971,1
Very happy with this item 5972,1
Very happy with this item 5973,1
I love this! item 5974,1
Fantastic quality item 5975,1
Fantastic quality item 5976,1
I love this! item 5977,1
Great product item 5978,1
Do not buy item 5979,0
Avoid this item 5980,0
Great product item 5981,1
Poor quality item 5982,0
Poor quality item 5983,0
Worst experience item 5984,0
Excellent service item 5985,1
Very disappointed item 5986,0
Excellent service item 5987,1
Best purchase ever item 5988,1
Highly recommend item 5989,1
Great product item 5990,1
Excellent service item 5991,1
I love this! item 5992,1
Avoid this item 5993,0
Avoid this item 5994,0
Highly recommend item 5995,1
Poor quality item 5996,0
Fantastic quality item 5997,1
Fantastic quality item 5998,1
Excellent service item 5999,1
Very happy with this item 6000,1
Terrible product item 6001,0
Waste of money item 6002,0
Excellent service item 6003,1
Poor quality item 6004,0
Avoid this item 6005,0
Great product item 6006,1
I love this! item 6007,1
Terrible product item 6008,0
Great product item 6009,1
Very disappointed item 6010,0
Great product item 6011,1
Do not buy item 6012,0
Best purchase ever item 6013,1
Very happy with this item 6014,1
Best purchase ever item 6015,1
I love this! item 6016,1
Excellent service item 6017,1
Do not buy item 6018,0
Do not buy item 6019,0
Waste of money item 6020,0
Very disappointed item 6021,0
Highly recommend item 6022,1
Amazing experience item 6023,1
Terrible product item 6024,0
Highly recommend item 6025,1
Complete garbage item 6026,0
Avoid this item 6027,0
Amazing experience item 6028,1
Terrible product item 6029,0
Waste of money item 6030,0
Highly recommend item 6031,1
Amazing experience item 6032,1
Excellent service item 6033,1
Amazing experience item 6034,1
Excellent service item 6035,1
I love this! item 6036,1
Complete garbage item 6037,0
Worst experience item 6038,0
Very disappointed item 6039,0
Fantastic quality item 6040,1
Very happy with this item 6041,1
Complete garbage item 6042,0
Worst experience item 6043,0
Avoid this item 6044,0
Best purchase ever item 6045,1
Waste of money item 6046,0
Avoid this item 6047,0
Worst experience item 6048,0
Excellent service item 6049,1
Excellent service item 6050,1
Very happy with this item 6051,1
I love this! item 6052,1
Great product item 6053,1
Waste of money item 6054,0
Very happy with this item 6055,1
Avoid this item 6056,0
Great product item 6057,1
